번호,프로그램명,장르,채널,날짜,요일,시작시간,종료시간,방송길이,회차,개인 전체_시청시간,개인전체_시청률,4-9세 남자_시청시간,4-9세 남자_시청률,4-9세 여자_시청시간,4-9세 여자_시청률,10대 남자_시청시간,10대 남자_시청률,10대 여자_시청시간,10대 여자_시청률,20대 남자_시청시간,20대 남자_시청률,20대 여자_시청시간,20대 여자_시청률,30대 남자_시청시간,30대 남자_시청률,30대 여자_시청시간,30대 여자_시청률,40대 남자_시청시간,40대 남자_시청률,40대 여자_시청시간,40대 여자_시청률,50대 남자_시청시간,50대 남자_시청률,50대 여자_시청시간,50대 여자_시청률,60세 이상 남자_시청시간,60세 이상 남자_시청률,60세 이상 여자_시청시간,60세 이상 여자_시청률, 
2228,차이나는클라스인생수업(본),오락,JTBC,2021-10-24 0:00,일,18:37:06,19:37:19,0060:13,5회,0.489519115,0.815865192,0.54521277,0.90868795,0.450549888,0.75091648,0.434787998,0.724646663,0.374057219,0.623428699,0.159791528,0.266319214,0.668955288,1.11492548,0.183761271,0.306268785,0.38550862,0.642514367,0.287314954,0.478858256,0.577404255,0.962340425,0.236976412,0.394960687,0.952100121,1.586833535,0.498812679,0.831354465,0.784647526,1.307745876,
2542,요즘육아금쪽같은내새끼(본),오락,채널A,2021-10-08 0:00,금,20:03:54,21:15:13,0071:19,68회,0.425812361,0.59973572,0.982523557,1.383835996,0.381486485,0.537304908,0.024413095,0.034384641,0.1787795,0.251802113,0.1885114,0.265509014,0.234504349,0.330287816,0.276760756,0.389803882,0.527386474,0.74279785,0.373442375,0.525975177,0.389830773,0.549057427,0.195791201,0.275762255,0.297637478,0.419207715,0.733309818,1.03283073,0.813410552,1.145648664,
3266,차이나는클라스인생수업(본),오락,JTBC,2021-10-31 0:00,일,18:37:56,19:38:11,0060:15,6회,0.314278072,0.523796787,0.253958728,0.423264546,0,0,0.624979117,1.041631862,0,0,0.025041761,0.041736268,0.107577274,0.179295457,0.349934838,0.58322473,0.511017443,0.851695739,0.940240999,1.567068332,0.247998303,0.413330505,0.507978982,0.846631637,0.352909369,0.588182281,0.220071988,0.366786646,0.103986341,0.173310568,
3954,차이나는클라스인생수업(본),오락,JTBC,2021-10-17 0:00,일,18:37:49,19:38:19,0060:30,4회,0.231346385,0.385577308,0.086255503,0.143759172,0,0,0.270464751,0.450774584,0.008449749,0.014082916,0.006781092,0.01130182,0.375322479,0.625537466,0.105337128,0.175561879,0.161410119,0.269016865,0.240018703,0.400031172,0.189119516,0.315199194,0.263955624,0.439926039,0.282157687,0.470262811,0.359324033,0.598873388,0.375597382,0.625995637,
4219,차이나는클라스인생수업(본),오락,JTBC,2021-10-03 0:00,일,18:36:50,19:37:24,0060:34,3회,0.208280439,0.347134065,0.030163021,0.050271702,0,0,0.055279236,0.09213206,0.114877205,0.191462008,0.083750397,0.139583996,0.1044312,0.174052001,0.15084774,0.2514129,0.089974607,0.149957678,0.401744214,0.669573689,0.193685631,0.322809385,0.148032446,0.246720743,0.499250108,0.832083514,0.254240999,0.423734999,0.27793128,0.4632188,
1200,요즘육아금쪽같은내새끼(본),오락,채널A,2021-11-19 0:00,금,20:05:11,21:15:23,0070:12,74회,0.760651331,1.086644759,0.13901973,0.198599615,0.684825593,0.978322275,0.140413065,0.200590093,0.687359359,0.981941942,0.205086237,0.292980339,0.362738334,0.51819762,0.672762223,0.96108889,1.468734771,2.09819253,0.51034289,0.729061271,0.89785373,1.282648186,0.183643359,0.262347656,1.023844497,1.462634995,0.923392762,1.319132518,1.457217871,2.081739815,
1354,요즘육아금쪽같은내새끼(본),오락,채널A,2021-11-26 0:00,금,20:03:19,21:14:28,0071:09,75회,0.695823318,0.980032843,0.457600084,0.644507161,0.058019893,0.081718159,0.113033316,0.159201853,0.887153834,1.249512443,0.253219343,0.356646963,0.538339088,0.758224068,0.456121171,0.642424184,0.638280562,0.898986707,0.187567845,0.264180064,0.570537016,0.803573262,0.807934709,1.137936209,1.163476426,1.638699191,1.036366721,1.459671438,1.207313061,1.700440931,
1625,요즘육아금쪽같은내새끼(본),오락,채널A,2021-11-05 0:00,금,20:04:25,21:15:20,0070:55,72회,0.600583988,0.845892941,0.361105731,0.508599622,0.199972725,0.281651725,0.175694934,0.247457654,0.492273167,0.693342489,0.191242187,0.269355193,0.285881602,0.402650144,0.294093162,0.414215721,0.961980548,1.35490218,0.187537194,0.264136893,0.550725937,0.775670335,0.403153313,0.567821567,0.725743018,1.022173265,1.103654247,1.554442602,1.16885849,1.646279564,
1704,요즘육아금쪽같은내새끼(본),오락,채널A,2021-11-12 0:00,금,20:04:07,21:19:03,0074:56,73회,0.576637242,0.768849656,0,0,0.186620584,0.248827445,0.693592419,0.924789892,0.494025355,0.658700473,0.093202007,0.124269343,0.308352834,0.411137112,0.059244234,0.078992312,1.053577017,1.404769356,0.288761921,0.385015895,0.461857077,0.615809436,0.356559752,0.475413003,0.776590933,1.035454577,0.895049736,1.193399648,1.169746271,1.559661695,
3003,차이나는클라스인생수업(본),오락,JTBC,2021-11-14 0:00,일,18:37:39,19:38:02,0060:23,8회,0.31512054,0.525200899,0.041332034,0.068886723,0.46181594,0.769693234,0.051610055,0.086016758,0.154143153,0.256905255,0.024594066,0.040990109,0.183747554,0.306245923,0.142306107,0.237176846,0.379703929,0.632839882,0.900726058,1.501210097,0.509699931,0.849499886,0.305391077,0.508985128,0.320189044,0.533648407,0.275625035,0.459375058,0.327602938,0.546004897,
3016,차이나는클라스인생수업(본),오락,JTBC,2021-11-07 0:00,일,18:37:05,19:37:52,0060:47,7회,0.313341537,0.513674651,0.114322228,0.187413488,0,0,0.004072835,0.006676778,0.008236342,0.013502199,0.146013702,0.239366724,0.329561524,0.540264794,0.202423349,0.331841556,0.117817199,0.19314295,0.375237452,0.615143364,0.554887209,0.909651163,0.555357708,0.910422472,0.805033038,1.319726293,0.240543784,0.394334072,0.2776842,0.455220001,
3197,차이나는클라스인생수업(본),오락,JTBC,2021-11-28 0:00,일,18:37:47,19:38:09,0060:22,10회,0.291849523,0.486415872,0.468132713,0.780221188,0.647194611,1.078657685,0.268464692,0.447441153,0.007713332,0.012855554,0.069913796,0.116522993,0.287672621,0.479454369,0.174107292,0.29017882,0.229508299,0.382513832,0.430222317,0.717037195,0.575044419,0.958407365,0.19545448,0.325757467,0.133404182,0.222340303,0.262364078,0.437273463,0.43913144,0.731885733,
3656,차이나는클라스인생수업(본),오락,JTBC,2021-11-21 0:00,일,18:38:30,19:39:20,0060:50,9회,0.2405446,0.400907667,0.077332572,0.12888762,0,0,0,0,0.026135581,0.043559301,0.136250589,0.227084316,0.363064052,0.605106754,0.158710101,0.264516835,0.285763162,0.476271937,0.292793588,0.487989314,0.065746596,0.10957766,0.622052606,1.036754344,0.441166031,0.735276718,0.310860737,0.518101229,0.1379175,0.229862501,
724,요즘육아금쪽같은내새끼(본),오락,채널A,2021-12-17 0:00,금,20:04:57,21:22:10,0077:13,78회,1.138006977,1.477931138,0.219902082,0.285587119,2.155333931,2.799134975,0.332508858,0.431829686,0.705115524,0.915734447,0.285751079,0.371105298,0.872001024,1.132468863,1.105461445,1.435664214,1.782410717,2.314819114,0.19897286,0.258406312,1.252959171,1.627219703,1.070171444,1.389833045,1.280951962,1.663573976,1.291871872,1.677755678,2.163846331,2.810190041,
1169,요즘육아금쪽같은내새끼(본),오락,채널A,2021-12-10 0:00,금,20:04:40,21:15:59,0071:19,77회,0.847818228,1.194110181,0.210544074,0.296540949,0.096776388,0.136304772,0.043849643,0.06176006,0,0,0.091694789,0.12914759,0.34739314,0.489286112,0.639147646,0.900207952,0.778797014,1.096897203,0.742162375,1.04529912,1.388703346,1.955920206,1.029309607,1.449731841,1.491079635,2.100112162,0.999115451,1.407204861,1.558657368,2.195292068,
1296,요즘육아금쪽같은내새끼(본),오락,채널A,2021-12-03 0:00,금,20:05:08,21:21:03,0075:55,76회,0.778314059,1.024097446,0.200224943,0.263453872,0.565779423,0.744446609,0.521932243,0.686752951,0.363727323,0.478588583,0.344209568,0.452907327,0.415096746,0.546179929,0.528431807,0.695305009,0.708187669,0.93182588,0.475337648,0.625444273,0.970002258,1.276318761,0.601977688,0.792075905,0.86689872,1.14065621,1.021570641,1.344171896,1.65006017,2.171131803,
1353,요즘육아금쪽같은내새끼(본),오락,채널A,2021-12-31 0:00,금,20:04:54,21:15:03,0070:09,80회,0.751002178,1.072860254,0.130201494,0.186002134,0.585933428,0.837047754,0.235997217,0.337138881,0.33713188,0.481616972,0.387903677,0.55414811,0.410965095,0.587092993,0.485668024,0.693811463,0.878005403,1.254293433,0.380833429,0.544047756,0.537438712,0.767769588,0.663387085,0.947695836,1.422797577,2.032567968,1.003353367,1.433361953,1.428845043,2.041207204,
1399,요즘육아금쪽같은내새끼(본),오락,채널A,2021-12-24 0:00,금,20:04:46,21:18:29,0073:43,79회,0.732610662,1.00357625,0.112815227,0.154541407,0.467702325,0.640688117,0.052616713,0.072077688,0.17559267,0.240537904,0.364196615,0.498899473,0.290196139,0.397528957,0.592226907,0.811269735,1.094562221,1.499400303,0.38737858,0.530655589,0.800430514,1.096480157,0.688185778,0.942720244,1.369912537,1.876592516,0.990686497,1.357104791,1.212472078,1.660920654,
2125,차이나는클라스인생수업(본),오락,JTBC,2021-12-26 0:00,일,18:37:20,19:37:31,0060:11,14회,0.516577221,0.846847903,0.076488252,0.125390577,0.096700407,0.158525258,0.272291087,0.446378831,0.06129014,0.100475639,0.313915378,0.514615374,0.674000899,1.104919507,0.508710653,0.833951891,0.46026676,0.754535672,0.482991055,0.791788615,0.441635199,0.72399213,0.687846925,1.127617911,0.47655153,0.781232016,0.610081529,1.000133655,0.8810855,1.444402459,
2439,차이나는클라스인생수업(본),오락,JTBC,2021-12-19 0:00,일,18:37:10,19:37:38,0060:28,13회,0.454739568,0.745474702,0.415918037,0.681832848,0.377599283,0.619015218,0.1592816,0.261117377,0.500167989,0.819947522,0.398373061,0.653070592,0.393158288,0.644521784,0.260415778,0.426911111,0.403711092,0.661821462,0.46783047,0.766935196,0.496513107,0.813955913,0.345198812,0.565899692,0.8324979,1.364750655,0.700066628,1.147650209,0.351501416,0.576231829,
3459,차이나는클라스인생수업(본),오락,JTBC,2021-12-12 0:00,일,18:37:27,19:37:38,0060:11,12회,0.28942948,0.474474558,0.005167098,0.008470653,0,0,0.01592041,0.026099033,0.162943913,0.267121168,0.034269681,0.056179804,0.236549769,0.387786507,0.063411041,0.103952526,0.124082083,0.203413251,0.364305604,0.597222302,0.432571473,0.709133562,0.475666372,0.779780938,0.360769176,0.591424879,0.495674448,0.812581062,0.43517496,0.713401574,
4039,차이나는클라스인생수업(본),오락,JTBC,2021-12-05 0:00,일,18:38:10,19:38:52,0060:42,11회,0.228330646,0.374312534,0.066770248,0.109459423,0,0,0.14433842,0.236620361,0.04102357,0.067251753,0.087703184,0.143775711,0.123086004,0.201780335,0.250024816,0.409876748,0.15566405,0.255186968,0.530836931,0.870224477,0.23785738,0.389930131,0.119706127,0.196239553,0.329095632,0.539501036,0.113519737,0.186097929,0.450214276,0.73805619,
1824,요즘육아금쪽같은내새끼(본),오락,채널A,2021-04-09 0:00,금,20:05:47,21:18:41,0072:54,44회                                                        ,0.751211535,1.029056898,0.18247726,0.249968849,0.827655765,1.133775021,0.563261885,0.771591623,0.270117401,0.370023837,0.071208162,0.097545427,0.128221133,0.175645387,0.757851203,1.038152333,0.918353867,1.258018995,0.50127912,0.686683726,0.90422461,1.238663849,0.93993487,1.287582013,0.71434084,0.978549096,0.991470305,1.3581785,1.40703348,1.927443124,
2062,요즘육아금쪽같은내새끼(본),오락,채널A,2021-04-02 0:00,금,20:06:45,21:19:07,0072:22,43회                                                        ,0.656795015,0.912215299,0.208458549,0.289525763,0.858388254,1.192205909,0.015263543,0.021199365,0.026446754,0.036731602,0.035014165,0.048630784,0.559307286,0.776815675,0.804202694,1.116948186,0.755700487,1.04958401,1.124015315,1.561132383,0.99144085,1.37700118,0.346675149,0.481493262,0.846572236,1.175794772,0.553748795,0.769095549,1.064762753,1.478837158,
2186,요즘육아금쪽같은내새끼(본),오락,채널A,2021-04-30 0:00,금,20:04:44,21:16:39,0071:55,47회                                                        ,0.61955028,0.8604865,0.521710537,0.724597968,1.704006325,2.366675451,0.024106637,0.033481441,0.270254913,0.375354046,0.088694679,0.123187054,0.323722308,0.449614317,1.129313022,1.568490309,0.914740832,1.270473378,0.585059347,0.812582427,0.53708092,0.745945723,0.08010098,0.111251361,0.718676565,0.998161896,0.611826276,0.849758717,1.114106652,1.54737035,
2278,요즘육아금쪽같은내새끼(본),오락,채널A,2021-04-16 0:00,금,20:05:20,21:18:48,0073:28,45회                                                        ,0.611974363,0.826992383,0.029350843,0.039663302,0.751222912,1.015166097,0.066004183,0.089194842,0.313464918,0.42360124,0.148451402,0.200610003,0.246675927,0.333345848,0.492535965,0.665589142,0.798484812,1.07903353,0.735592057,0.994043321,0.520813291,0.703801744,1.165332679,1.57477389,0.612118379,0.827186998,0.543115726,0.733940171,1.065406206,1.439738116,
2383,요즘육아금쪽같은내새끼(본),오락,채널A,2021-04-23 0:00,금,20:06:01,21:16:04,0070:03,46회                                                        ,0.552842441,0.789774915,0.257960347,0.368514782,0.631478129,0.902111614,0.029578221,0.042254601,0.251624777,0.359463967,0,0,0.259554395,0.370791993,0.775886062,1.108408659,0.639145489,0.913064985,0.162877853,0.232682647,0.803973514,1.148533592,0.122249076,0.174641537,0.880717416,1.258167738,0.907572908,1.296532726,1.008991249,1.441416071,
1115,요즘육아금쪽같은내새끼(본),오락,채널A,2021-05-14 0:00,금,20:06:50,21:21:57,0075:07,49회,0.918725782,1.224967709,0.765097881,1.020130508,1.125360976,1.500481301,0,0,0.066858934,0.089145245,0.221345702,0.295127603,0.182076923,0.242769231,1.190895409,1.587860545,1.576917529,2.102556705,0.69354694,0.924729253,1.152637259,1.536849679,0.523513898,0.698018531,1.385746327,1.847661769,0.795998861,1.061331814,1.817978606,2.423971475,
1594,요즘육아금쪽같은내새끼(본),오락,채널A,2021-05-07 0:00,금,20:06:25,21:18:28,0072:03,48회,0.681509755,0.946541327,0.187926538,0.261009081,1.051311018,1.460154191,0.444782919,0.617754054,0.372072512,0.516767377,0.197902754,0.274864937,0.238294581,0.330964695,0.482835983,0.670605532,0.873949911,1.21381932,0.423931107,0.588793204,0.719298684,0.99902595,0.490561885,0.681335951,0.909922802,1.263781669,0.960085003,1.333451393,1.252827951,1.740038821,
1705,요즘육아금쪽같은내새끼(본),오락,채널A,2021-05-21 0:00,금,20:05:19,21:18:22,0073:03,50회,0.642572147,0.880235817,0,0,0.340994087,0.467115188,0.216870409,0.297082752,0.519057984,0.711038334,0.287542641,0.393894029,0.147954884,0.202677923,0.548552327,0.751441544,0.95498634,1.308200465,0.288789391,0.395601906,1.215247075,1.66472202,0.793794451,1.087389659,0.9968559,1.365556028,0.559328716,0.766203721,0.968409905,1.326588911,
1965,요즘육아금쪽같은내새끼(본),오락,채널A,2021-05-28 0:00,금,20:05:34,21:16:49,0071:15,51회,0.561855568,0.79134587,0.037478865,0.052787133,2.78470749,3.922123226,0.067178672,0.094617849,0.024430657,0.034409376,0.274133175,0.386103063,0.555759206,0.782759446,0.450923465,0.635103472,0.977806848,1.377192744,0.086721673,0.122143201,0.585524819,0.824682843,0.292122113,0.411439596,0.889719456,1.253125994,0.564871377,0.795593488,0.852416699,1.200586901,
2718,요즘가족금쪽수업(본),오락,채널A,2021-05-16 0:00,일,19:52:44,20:55:41,0062:57,2회,0.401952503,0.638019846,0.382217955,0.606695166,0.190908366,0.303029152,0.522601645,0.829526421,0.76759225,1.218400396,0.129952607,0.20627398,0.322451424,0.511827658,0.26468067,0.420128047,0.480581314,0.762827483,0.424282469,0.673464237,0.577169856,0.916142629,0.395890811,0.628398113,0.497771867,0.790114074,0.281518064,0.446854069,0.431004609,0.6841343,
3086,요즘가족금쪽수업(본),오락,채널A,2021-05-08 0:00,토,21:55:40,22:59:28,0063:48,1회,0.348329289,0.552903634,0.659895692,1.047453479,0.184031982,0.292114258,0.010925423,0.017341941,0,0,0.171504222,0.272228924,0.008880925,0.014096706,0.228745683,0.363088386,0.345551639,0.548494665,0.213105619,0.338262888,0.192211555,0.305097707,0.421198979,0.668569808,0.663853405,1.053735564,0.538801789,0.855240935,0.64171897,1.01860154,
3549,요즘가족금쪽수업(본),오락,채널A,2021-05-23 0:00,일,19:54:08,20:56:25,0062:17,3회,0.285587184,0.46062449,0.305164641,0.492201033,0,0,0.021005772,0.033880278,0.000500137,0.000806673,0.132400027,0.213548431,0.188508713,0.304046311,0.210566896,0.339624026,0.336116585,0.542123524,0.32723405,0.527796854,0.429559248,0.692837497,0.086459607,0.139450979,0.619782953,0.999649924,0.342661839,0.552680386,0.422838588,0.681997722,
5655,요즘가족금쪽수업(본),오락,채널A,2021-05-30 0:00,일,19:53:42,20:56:31,0062:49,4회,0.105595458,0.167611839,0.027531476,0.043700756,0,0,0,0,0.074550359,0.118333903,0.002016354,0.003200562,0.013735533,0.021802433,0.069709521,0.110650033,0.063038356,0.100060882,0.099741175,0.158319326,0.140607682,0.223186797,0.242181703,0.384415401,0.046767896,0.074234755,0.110231611,0.174970811,0.255278758,0.405204378,
1676,요즘육아금쪽같은내새끼(본),오락,채널A,2021-06-04 0:00,금,20:04:33,21:16:31,0071:58,52회,0.597953451,0.830490905,0.438538619,0.609081416,0.775901995,1.077641659,0.018711933,0.025988796,0,0,0.539209376,0.748901911,0.251082009,0.348725013,0.309353336,0.429657411,0.618099504,0.858471533,0.352993818,0.490269192,0.837583805,1.16331084,0.802015808,1.113910845,0.688460435,0.956195049,0.758020694,1.052806519,1.023462177,1.421475246,
1889,요즘육아금쪽같은내새끼(본),오락,채널A,2021-06-18 0:00,금,20:02:22,21:14:25,0072:03,54회,0.542863959,0.753977721,0.064079243,0.088998948,1.043288593,1.449011935,0.056807239,0.078898943,0.080176957,0.111356885,0.159033892,0.220880406,0.431693831,0.599574765,0.539241976,0.748947189,0.620766734,0.86217602,0.880228771,1.222539959,0.62817939,0.872471375,0.305961445,0.424946451,0.574214056,0.797519522,0.516882259,0.717892026,0.97735192,1.357433222,
2056,요즘육아금쪽같은내새끼(본),오락,채널A,2021-06-25 0:00,금,20:03:14,21:17:34,0074:20,55회,0.505855104,0.674473472,1.268397481,1.691196641,0.930572948,1.24076393,0.296181481,0.394908641,0.22886415,0.3051522,0.172846167,0.230461555,0.181399395,0.24186586,0.616860759,0.822481012,0.796838621,1.062451495,0.308125738,0.410834318,1.003065769,1.337421025,0.448800327,0.598400436,0.64505101,0.860068013,0.318246086,0.424328115,0.506775756,0.675701008,
2261,요즘육아금쪽같은내새끼(본),오락,채널A,2021-06-11 0:00,금,20:03:12,21:13:36,0070:24,53회,0.461202814,0.649581428,0.129190678,0.181958701,0.51327432,0.722921578,0.387699486,0.546055614,0.366987828,0.516884265,0.073412415,0.103397768,0.117769604,0.165872682,0.409291624,0.576467075,0.726932308,1.023848321,0.166450025,0.234436655,0.657788183,0.92646223,0.230547296,0.324714502,0.636118059,0.895940928,0.708369391,0.997703368,0.73544827,1.035842634,
1273,요즘육아금쪽같은내새끼(본),오락,채널A,2021-07-30 0:00,금,20:03:31,21:18:47,0075:16,60회,0.775301821,1.033735762,0.680901957,0.907869276,1.33328074,1.777707653,0.130139589,0.173519451,0.109639769,0.146186358,0.520845439,0.694460585,0.528043693,0.704058258,0.521984252,0.695979003,1.002351742,1.336468989,0.288830037,0.385106716,0.101275466,0.135033955,0.405722958,0.540963945,1.325529929,1.767373239,1.179851145,1.57313486,1.652544103,2.203392137,
1493,요즘육아금쪽같은내새끼(본),오락,채널A,2021-07-23 0:00,금,20:03:39,21:16:18,0072:39,59회,0.683959276,0.949943439,0.15246147,0.211752042,0.534645984,0.742563866,0.366512409,0.509045012,0.31291904,0.434609778,0.179026138,0.248647414,0.504118066,0.700163981,0.439204712,0.610006545,0.412684794,0.573173325,0.375022157,0.520864107,0.319254692,0.443409295,0.724771352,1.006626877,1.374930856,1.90962619,0.517947149,0.719371041,1.746673764,2.425935783,
1597,요즘육아금쪽같은내새끼(본),오락,채널A,2021-07-09 0:00,금,20:04:23,21:18:48,0074:25,57회,0.650675848,0.867567797,0.783224998,1.044299998,1.741672835,2.322230447,0.251438472,0.335251296,0.04425791,0.059010546,0.571159653,0.761546204,0.632225828,0.842967771,0.615339615,0.82045282,0.893248492,1.19099799,0.242326821,0.323102428,0.162560349,0.216747132,0.536511433,0.715348578,0.983428405,1.311237874,0.767606205,1.02347494,1.012766695,1.350355593,
1683,요즘육아금쪽같은내새끼(본),오락,채널A,2021-07-16 0:00,금,20:03:02,21:14:35,0071:33,58회,0.619671058,0.860654247,0.689675876,0.957883161,0.830511278,1.153487886,0.06973138,0.096849139,0.499960553,0.694389657,0.024754033,0.034380602,0.311150602,0.432153614,0.583868423,0.810928365,0.944606961,1.311954113,0.466507199,0.647926665,0.601123941,0.834894363,0.828170721,1.150237112,0.866611462,1.20362703,0.678559827,0.942444204,0.891725573,1.23850774,
1883,요즘육아금쪽같은내새끼(본),오락,채널A,2021-07-02 0:00,금,20:03:03,21:16:18,0073:15,56회,0.567896305,0.777940144,0.260796059,0.357254875,0.492999247,0.675341434,0.108482064,0.148605567,0.175965458,0.241048572,0.322107699,0.441243424,0.371772742,0.509277729,0.317962453,0.435565004,0.85372417,1.169485165,0.449386947,0.615598557,0.780823245,1.069620884,0.329670671,0.451603658,1.192280791,1.633261357,0.49449892,0.67739578,0.918369902,1.258040962,
987,요즘육아금쪽같은내새끼(본),오락,채널A,2021-08-06 0:00,금,20:05:59,21:17:37,0071:38,61회,0.979983686,1.361088453,1.556654456,2.162020078,1.734369277,2.408846219,0.201261457,0.279529801,0.136357554,0.189385492,0.440944783,0.612423309,0.721485568,1.002063289,0.78701156,1.093071611,1.383463784,1.921477478,0.325185548,0.451646595,0.888057078,1.233412609,0.666297905,0.925413756,1.518472423,2.108989477,1.003506339,1.393758804,1.885113416,2.618213078,
1546,요즘육아금쪽같은내새끼(본),오락,채널A,2021-08-27 0:00,금,20:05:21,21:15:19,0069:58,64회,0.686601371,0.980859101,1.964415859,2.806308371,1.115377387,1.593396268,0.070581601,0.100830858,0.3714948,0.530706857,0.503229937,0.71889991,0.12651045,0.180729215,0.323968511,0.462812158,0.955944901,1.365635573,0.461350785,0.65907255,0.976370289,1.394814699,0.444676489,0.635252127,0.964274862,1.377535518,0.64931508,0.927592972,1.079405942,1.542008489,
1716,요즘육아금쪽같은내새끼(본),오락,채널A,2021-08-20 0:00,금,20:05:16,21:16:29,0071:13,63회,0.633864831,0.892767368,0.253323127,0.356793136,1.377020713,1.939465792,0.229951021,0.323874678,0.087508541,0.123251467,0.110008245,0.15494119,0.297971932,0.419678777,0.307230607,0.432719165,0.674659537,0.950224699,0.182162541,0.25656696,0.33808871,0.476181282,0.703287564,0.990545865,0.699055533,0.984585257,1.004307438,1.414517519,1.536723077,2.164398701,
1834,요즘육아금쪽같은내새끼(본),오락,채널A,2021-08-13 0:00,금,20:04:21,21:10:40,0066:19,62회,0.596793896,0.890737158,0.292025178,0.435858475,0.76090323,1.135676463,0,0,0.122976124,0.183546453,0.15540006,0.231940387,0.603900394,0.901343871,0.260873022,0.389362719,0.595141313,0.888270617,0.161669211,0.24129733,0.697120904,1.040478962,0.600359908,0.896059565,1.436871169,2.144583834,0.7521107,1.122553283,0.95508196,1.425495462,
1581,요즘육아금쪽같은내새끼(본),오락,채널A,2021-09-03 0:00,금,20:04:31,21:16:10,0071:39,65회,0.552241483,0.777804905,0.171464104,0.241498738,0,0,0.007856762,0.011065861,0.143621266,0.202283474,0.256880625,0.361803697,0.277304038,0.390569067,0.495879584,0.69842195,1.272561896,1.792340699,0.045895626,0.064641727,0.368259475,0.518675317,0.423924015,0.597076078,0.761810208,1.072972124,1.171902291,1.650566607,0.869599433,1.224787934,
5089,요즘육아금쪽같은내새끼(본),오락,채널A,2021-09-10 0:00,금,20:04:25,21:15:46,0071:21,66회,0.435383164,0.604698838,0.366011914,0.50834988,0.886769779,1.231624693,0.035250117,0.048958497,0.095741635,0.132974493,0.072189727,0.10026351,0.150823952,0.209477711,0.305521924,0.424336005,0.4006151,0.556409861,0.293796032,0.408050044,0.482280606,0.669834175,0.387113754,0.537657992,0.604516073,0.839605658,0.462953987,0.642991648,0.989598096,1.3744418,
8570,요즘육아금쪽같은내새끼(본),오락,채널A,2021-09-17 0:00,금,20:08:32,21:15:45,0067:13,67회,0.468453476,0.699184293,0.735865658,1.098306952,0.148622409,0.221824491,0,0,0.196902895,0.293884918,0.559077519,0.834444058,0.15823645,0.236173806,0.424122355,0.63301844,0.787014107,1.174647921,0.118431277,0.1767631,0.437629255,0.653177993,0.48481424,0.723603343,0.652419914,0.973761066,0.647701157,0.966718145,0.651724479,0.972723103,
9286,차이나는클라스인생수업(본),오락,JTBC,2021-09-19 0:00,일,18:37:19,19:37:42,0060:23,1회,0.176879934,0.289967106,0.064824523,0.10626971,0.050725078,0.083155865,0.54444293,0.892529393,0.046755411,0.076648214,0.178750377,0.293033404,0.170519482,0.279540135,0.072545517,0.118927077,0.096120389,0.157574408,0.283068494,0.464046711,0.237905948,0.390009751,0.085077831,0.139471854,0.214005818,0.350829211,0.168583214,0.276365924,0.174945643,0.286796137,
12225,차이나는클라스인생수업(본),오락,JTBC,2021-09-26 0:00,일,18:37:24,19:37:45,0060:21,2회,0.254562485,0.417315549,0,0,0.121260597,0.198787864,0.10468311,0.171611656,0.406326655,0.666109271,0.081928774,0.134309466,0.131796336,0.216059568,0.187987994,0.308177039,0.167778082,0.275046036,0.379162317,0.621577569,0.357288966,0.585719617,0.438180029,0.718327916,0.291626543,0.478076301,0.212201546,0.347871387,0.320143072,0.524824709,
688,요즘남자라이프신랑수업(본),오락,채널A,2022-01-19 0:00,수,21:22:27,22:55:12,0092:45,1회,1.091000578,1.173118901,0,0,0.013413497,0.014423115,0.239460097,0.257483976,0.244337937,0.262728964,0.517931646,0.556915748,0.724904345,0.779467038,1.009671104,1.085667853,0.98074466,1.05456415,0.364365698,0.391791073,0.594661042,0.639420476,1.122827195,1.20734107,2.025364464,2.177811252,1.520891141,1.635366818,2.42311107,2.605495774,
1063,요즘육아금쪽같은내새끼(본),오락,채널A,2022-01-14 0:00,금,20:06:28,21:14:58,0068:30,82회,0.833231705,1.207582181,0.104871354,0.15198747,3.35975287,4.869207058,0.071090587,0.103029836,0.965636149,1.39947268,0.154427506,0.223807979,0.330976525,0.479676123,0.220744307,0.319919286,0.345536824,0.500778005,0.588896751,0.853473553,1.372489674,1.989115469,1.370599228,1.986375692,1.344904054,1.94913631,0.825436619,1.196284954,1.080541785,1.566002587,
1192,요즘남자라이프신랑수업(본),오락,채널A,2022-01-26 0:00,수,21:25:26,22:48:10,0082:44,2회,0.770856928,0.928743286,0.009819682,0.011830942,1.823519188,2.19701107,0,0,0.061773169,0.074425505,0.242380708,0.292024949,0.921533745,1.11028162,0.568717417,0.685201707,0.759260882,0.914772147,0.171594978,0.206740938,0.595161017,0.717061466,0.763413686,0.919775526,1.716148431,2.067648712,1.006675621,1.212862194,1.237865145,1.491403789,
1353,요즘육아금쪽같은내새끼(본),오락,채널A,2022-01-28 0:00,금,20:05:54,21:21:11,0075:17,84회,0.70217557,0.936234094,0.248164609,0.330886146,0.292847079,0.390462773,0.007735632,0.010314176,0.452763118,0.603684158,0.080994003,0.107992004,0.964065943,1.285421257,0.561146179,0.748194905,1.060999807,1.414666409,0.296573748,0.395431664,0.888725461,1.184967281,0.866860017,1.155813356,1.365429095,1.820572127,0.55954418,0.746058907,1.040246267,1.386995023,
